departamento,clase,familia,FechaCorte,ExisUnidades,CantidadVendida
4,418,418132,2014-10-31 00:00:00,29827779,23569
1,102,102018,2015-01-31 00:00:00,46061299,20295
8,870,870200,2013-12-31 00:00:00,6787002,5404
3,380,380283,2013-10-31 00:00:00,140132391,92308
8,873,873125,2016-01-31 00:00:00,3696694,4192
7,776,776272,2014-08-31 00:00:00,2726420,5506
2,291,291059,2014-05-31 00:00:00,36461991,24227
5,586,586090,2015-03-31 00:00:00,1416151,1724
8,860,860049,2014-10-31 00:00:00,203599064,67554
3,313,313064,2015-12-31 00:00:00,122203187,50503
1,101,101004,2013-03-31 00:00:00,34867337,48926
8,866,866076,2016-02-29 00:00:00,6443110,5005
2,209,209167,2015-04-30 00:00:00,589223,1142
8,861,861076,2014-10-31 00:00:00,114585917,47535
1,105,105068,2015-02-28 00:00:00,166137922,86723
7,750,750013,2014-05-31 00:00:00,28813939,24497
2,290,290060,2014-07-31 00:00:00,3,1
1,127,127077,2016-04-30 00:00:00,77606780,37481
7,750,750030,2015-03-31 00:00:00,8821063,9581
7,776,776272,2014-07-31 00:00:00,3395554,6284
1,101,101027,2013-12-31 00:00:00,251550066,126767
7,775,775260,2013-06-30 00:00:00,7958093,12810
5,596,596048,2014-08-31 00:00:00,24559220,21159
5,586,586032,2014-07-31 00:00:00,34943,493
1,104,104013,2015-11-30 00:00:00,2543151,2344
7,775,775258,2015-07-31 00:00:00,11934480,16509
7,742,742304,2015-12-31 00:00:00,12384771,12702
7,774,774255,2016-03-31 00:00:00,36226,277
5,537,537306,2016-07-31 00:00:00,2357089,3276
3,318,318009,2013-06-30 00:00:00,36623443,30770
1,105,105001,2013-12-31 00:00:00,86607289,42814
3,399,399002,2013-03-31 00:00:00,-31,7
8,867,867237,2013-04-30 00:00:00,35123300,9085
3,380,380203,2014-08-31 00:00:00,6566902,5440
5,583,583023,2014-04-30 00:00:00,374909,1361
4,418,418278,2014-05-31 00:00:00,21566738,10903
7,701,701067,2013-10-31 00:00:00,4275026,6871
1,105,105068,2014-02-28 00:00:00,178916091,81110
8,867,867049,2016-03-31 00:00:00,30117458,9625
1,198,198009,2013-04-30 00:00:00,44172,60
3,319,319054,2016-05-31 00:00:00,1754670,2985
5,544,544095,2013-04-30 00:00:00,23240442,30166
3,353,353296,2013-06-30 00:00:00,1688128,2130
2,239,239183,2014-08-31 00:00:00,88,8
7,748,748017,2016-06-30 00:00:00,306,33
7,776,776265,2015-09-30 00:00:00,47944207,21557
5,586,586117,2015-10-31 00:00:00,1184684,1570
1,101,101028,2016-09-30 00:00:00,113952291,43909
8,862,862010,2014-09-30 00:00:00,40483998,17939
4,403,403177,2015-11-30 00:00:00,123093,541
1,109,109032,2014-09-30 00:00:00,21092,147
8,873,873126,2015-08-31 00:00:00,7396214,4097
8,874,874199,2014-07-31 00:00:00,2969121,1999
2,289,289002,2015-11-30 00:00:00,27764065,13298
7,796,796042,2014-10-31 00:00:00,864750,4940
7,776,776274,2015-10-31 00:00:00,5455293,10984
4,416,416068,2013-03-31 00:00:00,7404673,4499
4,412,412150,2015-09-30 00:00:00,14313880,11020
3,325,325099,2013-07-31 00:00:00,13703,78
7,739,739320,2014-05-31 00:00:00,945,10
5,541,541079,2015-12-31 00:00:00,404282,1545
3,314,314137,2014-04-30 00:00:00,169803020,102219
4,412,412065,2016-02-29 00:00:00,5404840,7141
3,326,326203,2016-06-30 00:00:00,11821,193
4,401,401004,2014-12-31 00:00:00,522169,1356
3,380,380285,2014-12-31 00:00:00,14682074,23260
3,325,325092,2014-06-30 00:00:00,2354271,2348
5,538,538022,2013-11-30 00:00:00,4687138,6505
7,701,701066,2015-04-30 00:00:00,4435394,4573
2,209,209033,2014-08-31 00:00:00,22301,146
3,316,316019,2015-01-31 00:00:00,1702940,2162
5,594,594244,2016-06-30 00:00:00,17480389,12027
7,705,705358,2016-08-31 00:00:00,5953134,7592
4,403,403279,2014-09-30 00:00:00,24701,107
7,775,775257,2015-11-30 00:00:00,14955808,11023
2,208,208014,2014-06-30 00:00:00,9968569,3313
2,208,208069,2013-09-30 00:00:00,12244184,4673
7,751,751025,2015-03-31 00:00:00,14703411,19632
2,281,281018,2015-03-31 00:00:00,2628989,2104
8,863,863254,2016-05-31 00:00:00,11090020,9229
8,862,862010,2016-02-29 00:00:00,24846200,12572
5,540,540059,2015-06-30 00:00:00,18218356,17533
2,227,227079,2013-07-31 00:00:00,12618396,8395
4,403,403039,2013-04-30 00:00:00,138623,426
3,381,381103,2014-07-31 00:00:00,11396996,9040
1,110,110080,2013-06-30 00:00:00,276769,1598
3,326,326003,2014-05-31 00:00:00,486805,1315
2,202,202011,2016-09-30 00:00:00,30657848,18833
3,312,312208,2015-12-31 00:00:00,80617524,40967
7,797,797320,2014-10-31 00:00:00,15516,99
3,313,313155,2015-03-31 00:00:00,83920651,54861
2,290,290057,2016-03-31 00:00:00,25338,52
7,701,701061,2014-05-31 00:00:00,27848404,27960
4,401,401324,2014-04-30 00:00:00,4395324,3734
3,316,316016,2015-10-31 00:00:00,1917876,2663
3,313,313155,2014-01-31 00:00:00,58471442,39042
7,701,701008,2016-08-31 00:00:00,4,2
3,318,318003,2014-07-31 00:00:00,8025888,7663
7,797,797065,2015-02-28 00:00:00,2884,12
3,316,316004,2016-01-31 00:00:00,744008,2005
2,211,211079,2013-04-30 00:00:00,38948789,22756
3,387,387157,2014-07-31 00:00:00,34783391,41885
1,106,106055,2016-01-31 00:00:00,92914991,34501
8,857,857009,2015-03-31 00:00:00,26600417,16392
1,106,106235,2015-02-28 00:00:00,64150,213
3,316,316124,2014-01-31 00:00:00,17030451,11618
8,885,885200,2014-06-30 00:00:00,4870896,3498
3,387,387302,2015-09-30 00:00:00,2986095,5852
1,102,102089,2015-12-31 00:00:00,327709604,132443
1,106,106057,2013-12-31 00:00:00,2,1
1,105,105068,2015-10-31 00:00:00,162725285,100388
6,645,645076,2013-07-31 00:00:00,1230,33
3,327,327104,2016-07-31 00:00:00,30862235,17988
3,319,319163,2013-08-31 00:00:00,12,1
7,742,742012,2015-09-30 00:00:00,15926669,17970
3,326,326083,2016-02-29 00:00:00,431149,600
3,316,316068,2016-07-31 00:00:00,70207919,37679
8,867,867046,2015-04-30 00:00:00,52671581,24583
2,210,210030,2015-07-31 00:00:00,187308,1823
5,538,538023,2014-01-31 00:00:00,256355,411
4,432,432021,2016-07-31 00:00:00,34773263,20110
7,739,739338,2016-08-31 00:00:00,7422144,11368
8,862,862009,2016-06-30 00:00:00,84170793,33488
8,869,869213,2014-02-28 00:00:00,37000867,15302
2,227,227087,2015-02-28 00:00:00,2354052,2128
3,327,327087,2015-08-31 00:00:00,5194750,13916
4,418,418276,2013-05-31 00:00:00,8696973,5122
8,867,867231,2014-05-31 00:00:00,64748967,16129
7,798,798009,2014-07-31 00:00:00,47941,299
5,594,594002,2016-09-30 00:00:00,515000,914
4,477,477092,2013-04-30 00:00:00,50629270,15238
2,291,291059,2015-01-31 00:00:00,25102372,16580
4,420,420059,2013-08-31 00:00:00,28307578,19138
5,586,586009,2014-09-30 00:00:00,773961,1628
7,752,752071,2016-06-30 00:00:00,32825973,23872
8,872,872007,2015-07-31 00:00:00,61528437,30072
5,538,538061,2013-07-31 00:00:00,5,3
3,373,373126,2016-09-30 00:00:00,1745175,2064
2,202,202016,2013-07-31 00:00:00,53166945,17144
3,326,326099,2015-09-30 00:00:00,433039,771
8,858,858212,2014-04-30 00:00:00,5280,66
7,749,749001,2016-07-31 00:00:00,12,7
3,387,387303,2015-05-31 00:00:00,3744133,10355
4,410,410001,2014-02-28 00:00:00,4316,67
3,309,309092,2016-02-29 00:00:00,2469507,3497
5,536,536041,2014-02-28 00:00:00,7355380,10771
3,314,314129,2016-06-30 00:00:00,186845308,110346
7,701,701305,2014-01-31 00:00:00,133713502,58086
4,408,408034,2015-05-31 00:00:00,590244,507
2,210,210030,2016-04-30 00:00:00,885346,1617
7,701,701305,2015-03-31 00:00:00,228529758,97800
3,384,384218,2014-09-30 00:00:00,5522278,4963
8,859,859212,2014-01-31 00:00:00,5076,86
3,316,316018,2015-11-30 00:00:00,472484,790
8,862,862009,2013-10-31 00:00:00,37697346,17924
3,310,310300,2015-12-31 00:00:00,7924800,22888
2,289,289071,2013-10-31 00:00:00,27836715,20165
4,416,416017,2014-03-31 00:00:00,5022603,3268
2,209,209168,2014-12-31 00:00:00,19094690,28395
4,403,403087,2015-07-31 00:00:00,5720217,12190
5,543,543016,2015-12-31 00:00:00,15842293,15801
8,854,854174,2013-11-30 00:00:00,5145867,3838
5,586,586009,2015-12-31 00:00:00,3338110,7082
5,544,544001,2014-03-31 00:00:00,281114,873
8,864,864211,2015-11-30 00:00:00,11481445,5403
1,103,103239,2014-06-30 00:00:00,21078087,31287
5,542,542025,2013-12-31 00:00:00,15777310,12142
8,863,863024,2016-05-31 00:00:00,30,5
3,314,314235,2015-03-31 00:00:00,48821633,42865
8,861,861007,2015-02-28 00:00:00,34425280,14420
8,860,860048,2013-08-31 00:00:00,194548363,43105
3,314,314235,2014-01-31 00:00:00,69547846,41027
1,102,102089,2013-10-31 00:00:00,273064458,80880
3,326,326099,2016-06-30 00:00:00,110544,518
8,861,861007,2013-12-31 00:00:00,57813208,31713
5,501,501002,2015-10-31 00:00:00,17885512,18111
8,868,868026,2014-08-31 00:00:00,66676626,20065
5,544,544040,2016-06-30 00:00:00,10292944,13292
6,602,602428,2016-06-30 00:00:00,177152,267
8,862,862003,2014-12-31 00:00:00,45269439,20248
7,776,776272,2015-12-31 00:00:00,17098133,25853
8,869,869212,2013-10-31 00:00:00,117033668,25315
3,319,319139,2015-09-30 00:00:00,58534954,26681
4,410,410029,2015-09-30 00:00:00,3571686,2564
8,861,861020,2014-07-31 00:00:00,79358691,31667
8,865,865020,2016-07-31 00:00:00,6176706,3964
5,538,538093,2013-03-31 00:00:00,1007662,1382
7,750,750012,2016-04-30 00:00:00,6116173,5445
7,748,748103,2015-01-31 00:00:00,1456890,2428
3,384,384218,2013-05-31 00:00:00,28841650,14565
1,127,127079,2015-07-31 00:00:00,520407,1256
7,751,751026,2016-04-30 00:00:00,31589508,29126
4,432,432287,2015-07-31 00:00:00,15085146,7281
5,596,596049,2013-08-31 00:00:00,4150570,3328
8,872,872020,2015-08-31 00:00:00,11857077,8109
1,102,102012,2013-11-30 00:00:00,70172346,57293
5,586,586080,2014-06-30 00:00:00,268246,1627
5,542,542044,2013-05-31 00:00:00,6309444,6834
3,326,326028,2015-12-31 00:00:00,12663789,18028
7,776,776273,2013-06-30 00:00:00,1139008,4619
8,863,863254,2016-08-31 00:00:00,5892763,4502
7,748,748030,2014-06-30 00:00:00,2522160,3855
4,410,410008,2014-11-30 00:00:00,6416733,11197
2,281,281018,2013-10-31 00:00:00,3303922,2039
3,327,327104,2016-04-30 00:00:00,40216437,15422
3,316,316006,2013-09-30 00:00:00,3261076,2624
1,110,110080,2013-09-30 00:00:00,4090666,4599
3,353,353307,2013-10-31 00:00:00,33054,135
8,847,847302,2013-04-30 00:00:00,24082,251
3,316,316016,2015-07-31 00:00:00,2534384,3497
7,797,797065,2015-05-31 00:00:00,3947,14
5,595,595002,2016-01-31 00:00:00,1291298,2790
2,210,210080,2013-11-30 00:00:00,6402572,6700
7,701,701061,2014-08-31 00:00:00,8117459,11336
5,541,541062,2013-05-31 00:00:00,280,10
8,867,867231,2014-02-28 00:00:00,37801459,10201
3,315,315131,2014-08-31 00:00:00,28253646,18094
2,289,289002,2014-03-31 00:00:00,19830391,10134
1,108,108060,2013-04-30 00:00:00,8,1
3,316,316124,2013-10-31 00:00:00,16968570,11644
5,501,501004,2014-05-31 00:00:00,6096624,8772
1,110,110030,2015-08-31 00:00:00,1542646,3542
8,835,835128,2014-11-30 00:00:00,98215791,29648
5,536,536057,2013-07-31 00:00:00,1,1
5,536,536002,2014-04-30 00:00:00,54,2
3,387,387157,2014-10-31 00:00:00,34387878,39540
2,282,282007,2014-05-31 00:00:00,2527972,2678
7,776,776272,2016-03-31 00:00:00,1305659,2694
4,416,416069,2016-03-31 00:00:00,10111,135
2,281,281014,2015-08-31 00:00:00,2655135,3376
8,854,854125,2015-08-31 00:00:00,3843567,2688
7,797,797320,2015-01-31 00:00:00,8467,56
8,862,862004,2015-07-31 00:00:00,18809951,9531
6,645,645076,2013-04-30 00:00:00,8917,76
1,105,105068,2016-01-31 00:00:00,176628710,89468
3,387,387302,2015-12-31 00:00:00,8544088,11113
3,319,319163,2013-05-31 00:00:00,95,5
3,381,381103,2014-10-31 00:00:00,4129436,5414
7,707,707372,2016-06-30 00:00:00,4757754,5535
8,860,860047,2016-08-31 00:00:00,183682006,53202
3,319,319062,2014-03-31 00:00:00,85416635,25044
4,420,420063,2013-03-31 00:00:00,8450156,6336
7,787,787254,2015-04-30 00:00:00,1334729414,68771
5,585,585021,2016-06-30 00:00:00,240978,954
3,316,316068,2016-04-30 00:00:00,66609914,33941
8,885,885197,2014-07-31 00:00:00,2510773,2275
7,739,739069,2014-10-31 00:00:00,6576616,9993
4,403,403087,2013-09-30 00:00:00,2013224,1048
8,868,868310,2015-11-30 00:00:00,12764361,5654
5,538,538023,2013-10-31 00:00:00,29023074,21624
5,501,501002,2013-05-31 00:00:00,23260425,20623
5,596,596067,2013-03-31 00:00:00,24795139,16013
2,291,291062,2014-12-31 00:00:00,28436714,29137
1,105,105070,2013-12-31 00:00:00,20731777,17203
4,401,401210,2015-12-31 00:00:00,8622067,11676
7,752,752389,2016-09-30 00:00:00,2102874,2556
5,540,540069,2014-03-31 00:00:00,27767286,19541
8,871,871174,2014-05-31 00:00:00,7712,32
3,353,353297,2015-01-31 00:00:00,149422,862
3,327,327087,2015-05-31 00:00:00,16546408,18500
3,310,310080,2016-01-31 00:00:00,8452550,17467
3,316,316007,2013-05-31 00:00:00,1702,40
3,302,302318,2016-02-29 00:00:00,30827697,14397
1,106,106236,2013-05-31 00:00:00,196552,272
8,859,859038,2015-08-31 00:00:00,311,30
5,594,594002,2016-07-31 00:00:00,384171,822
3,316,316004,2013-11-30 00:00:00,4818902,3387
3,381,381009,2014-08-31 00:00:00,34163962,30342
4,432,432043,2015-03-31 00:00:00,39072633,22108
8,870,870202,2013-03-31 00:00:00,30832006,13341
3,313,313229,2016-03-31 00:00:00,73678674,29260
1,106,106055,2013-11-30 00:00:00,245937736,60545
3,313,313194,2014-09-30 00:00:00,6943394,3778
6,645,645021,2014-02-28 00:00:00,103,8
3,373,373126,2014-07-31 00:00:00,2933131,4478
4,401,401004,2016-07-31 00:00:00,1574053,4541
5,596,596061,2014-01-31 00:00:00,3627181,3026
7,775,775258,2013-08-31 00:00:00,3525230,6713
5,501,501001,2013-03-31 00:00:00,17270303,13298
3,326,326028,2013-11-30 00:00:00,4271575,4417
3,380,380161,2013-07-31 00:00:00,4834693,7664
2,201,201001,2013-09-30 00:00:00,665700,1010
4,401,401002,2013-11-30 00:00:00,9346897,13966
8,893,893309,2016-03-31 00:00:00,7,3
7,742,742303,2016-01-31 00:00:00,29035953,26359
8,835,835130,2013-12-31 00:00:00,80190003,48462
8,870,870174,2013-11-30 00:00:00,9854,109
3,310,310028,2014-10-31 00:00:00,9101787,13518
8,857,857038,2015-08-31 00:00:00,63285843,32671
4,423,423117,2013-03-31 00:00:00,17732602,13418
1,127,127077,2014-12-31 00:00:00,23702837,15583
5,541,541117,2014-03-31 00:00:00,8877408,8195
8,868,868025,2014-04-30 00:00:00,24266371,5848
4,408,408007,2014-02-28 00:00:00,775703,1337
6,646,646081,2014-09-30 00:00:00,12987885,23385
5,538,538021,2015-02-28 00:00:00,21643808,19620
1,101,101003,2015-07-31 00:00:00,16053538,27304
5,596,596065,2013-05-31 00:00:00,85957260,43333
5,596,596010,2014-02-28 00:00:00,15372490,9011
4,410,410008,2015-08-31 00:00:00,4749,77
7,776,776272,2016-02-29 00:00:00,1477239,3125
7,701,701105,2013-06-30 00:00:00,1452378,3516
8,867,867046,2014-09-30 00:00:00,28990717,16262
3,353,353307,2014-06-30 00:00:00,82739,263
2,202,202011,2013-10-31 00:00:00,16268802,9513
7,701,701216,2014-06-30 00:00:00,10357331,19345
7,787,787254,2016-06-30 00:00:00,610687212,46899
8,862,862004,2015-02-28 00:00:00,7962612,3959
4,418,418071,2013-03-31 00:00:00,7514594,5813
7,750,750030,2013-12-31 00:00:00,29535179,36353
1,106,106062,2016-01-31 00:00:00,32718676,14198
8,835,835128,2016-02-29 00:00:00,4024372,3640
3,319,319062,2016-08-31 00:00:00,94181270,32447
3,384,384104,2014-02-28 00:00:00,221311,405
7,701,701067,2015-02-28 00:00:00,8123824,9989
5,538,538059,2013-06-30 00:00:00,6653548,4703
2,208,208080,2014-09-30 00:00:00,5,1
5,541,541021,2016-03-31 00:00:00,25922532,23029
7,701,701065,2016-01-31 00:00:00,809,66
1,106,106236,2016-03-31 00:00:00,1056,24
8,870,870202,2016-04-30 00:00:00,30247939,17364
5,583,583041,2014-05-31 00:00:00,5777,84
5,586,586023,2016-07-31 00:00:00,68953,534
7,701,701067,2013-12-31 00:00:00,15824288,25066
5,596,596039,2016-09-30 00:00:00,30392227,12514
2,291,291057,2014-12-31 00:00:00,36,4
4,418,418132,2016-02-29 00:00:00,19600785,13151
3,381,381101,2013-09-30 00:00:00,6493327,4847
7,750,750014,2015-10-31 00:00:00,4928241,5875
6,601,601001,2016-03-31 00:00:00,248816,1108
2,281,281019,2013-04-30 00:00:00,218998,328
8,859,859020,2016-06-30 00:00:00,20,5
5,596,596181,2015-04-30 00:00:00,21905502,13530
8,854,854174,2015-05-31 00:00:00,24986817,19843
1,102,102017,2013-10-31 00:00:00,69321318,22953
2,279,279014,2014-10-31 00:00:00,5554445,3828
4,401,401004,2013-03-31 00:00:00,1303592,3856
5,595,595049,2016-01-31 00:00:00,10913903,14199
6,645,645003,2013-10-31 00:00:00,8,2
8,847,847301,2014-01-31 00:00:00,51247,705
4,403,403279,2014-04-30 00:00:00,929056,1832
4,418,418277,2015-11-30 00:00:00,27929196,15597
8,855,855022,2013-12-31 00:00:00,72875854,38153
7,748,748024,2015-01-31 00:00:00,11291466,9970
7,701,701060,2016-04-30 00:00:00,305,10
1,103,103397,2016-08-31 00:00:00,754746,1535
7,774,774254,2016-01-31 00:00:00,12357321,19125
8,865,865052,2014-03-31 00:00:00,37454876,13358
4,418,418132,2014-09-30 00:00:00,41360548,29118
7,750,750031,2016-09-30 00:00:00,3401755,3361
1,106,106235,2013-03-31 00:00:00,184575,280
7,742,742012,2013-10-31 00:00:00,12859955,12125
5,596,596065,2016-09-30 00:00:00,22522285,9079
3,325,325098,2014-01-31 00:00:00,27759541,13730
3,324,324073,2014-09-30 00:00:00,3316778,3985
3,309,309069,2015-10-31 00:00:00,37709573,20971
7,752,752081,2013-12-31 00:00:00,66678625,49219
8,870,870201,2013-07-31 00:00:00,48968904,24824
3,302,302016,2014-12-31 00:00:00,99138246,42058
7,776,776264,2014-04-30 00:00:00,6446336,13118
8,866,866020,2014-12-31 00:00:00,27823724,17641
5,585,585097,2014-09-30 00:00:00,1575056,3250
8,872,872020,2014-05-31 00:00:00,10802423,6150
4,408,408069,2015-04-30 00:00:00,495867,801
8,867,867049,2014-08-31 00:00:00,144227765,31698
5,585,585030,2015-09-30 00:00:00,2489562,2934
2,291,291059,2015-12-31 00:00:00,107514380,118731
8,863,863024,2013-06-30 00:00:00,224803,511
1,106,106010,2016-09-30 00:00:00,296597565,57618
2,201,201027,2013-09-30 00:00:00,32855125,15649
3,312,312150,2014-04-30 00:00:00,137558984,82332
4,409,409104,2016-05-31 00:00:00,22539,144
8,863,863254,2014-03-31 00:00:00,5721609,4063
3,318,318003,2015-02-28 00:00:00,6726150,6984
1,104,104118,2015-03-31 00:00:00,8109150,6969
3,387,387299,2013-04-30 00:00:00,37203704,53865
3,323,323117,2013-04-30 00:00:00,4423418,4437
3,302,302192,2015-02-28 00:00:00,27798645,17384
3,306,306225,2014-09-30 00:00:00,13473188,11340
8,860,860308,2014-04-30 00:00:00,18549626,6498
8,835,835130,2015-06-30 00:00:00,8744196,6098
1,110,110030,2014-01-31 00:00:00,12479686,20971
1,106,106050,2014-02-28 00:00:00,11399108,4005
8,860,860241,2015-04-30 00:00:00,95027929,26587
3,322,322083,2013-11-30 00:00:00,1064306,1641
7,748,748029,2016-03-31 00:00:00,3382585,5918
8,898,898009,2014-09-30 00:00:00,-7,7
8,871,871200,2015-12-31 00:00:00,264,12
3,326,326080,2014-05-31 00:00:00,339713,1524
5,538,538056,2016-08-31 00:00:00,9951699,6082
5,544,544001,2015-10-31 00:00:00,890130,1610
5,596,596323,2015-05-31 00:00:00,47592534,22647
7,798,798009,2014-04-30 00:00:00,348025,2830
5,583,583080,2014-07-31 00:00:00,27838,180
2,201,201002,2015-07-31 00:00:00,5459184,12819
5,586,586032,2016-03-31 00:00:00,1514245,1923
2,202,202016,2013-10-31 00:00:00,29965715,9401
4,408,408007,2013-04-30 00:00:00,2103728,1555
5,596,596039,2013-11-30 00:00:00,24253023,16588
7,776,776273,2015-11-30 00:00:00,11492119,10348
7,752,752050,2015-12-31 00:00:00,3588106,6432
7,775,775262,2015-02-28 00:00:00,7728868,15576
1,104,104114,2013-05-31 00:00:00,37654870,21025
5,586,586009,2014-06-30 00:00:00,82419,464
2,279,279014,2013-12-31 00:00:00,41143933,29960
4,417,417132,2015-04-30 00:00:00,27718398,20958
8,874,874199,2016-03-31 00:00:00,6080738,3357
5,596,596061,2015-09-30 00:00:00,11871995,6308
8,885,885198,2014-03-31 00:00:00,3080767,1727
8,867,867047,2013-07-31 00:00:00,75095253,16691
7,742,742026,2013-05-31 00:00:00,26030066,25529
8,854,854022,2015-03-31 00:00:00,35052174,22104
7,750,750408,2016-08-31 00:00:00,15198086,15292
2,202,202012,2015-08-31 00:00:00,27943272,16851
7,774,774253,2013-07-31 00:00:00,18913819,22620
1,105,105246,2014-02-28 00:00:00,42174,149
3,314,314235,2014-03-31 00:00:00,67135769,48598
8,855,855022,2014-10-31 00:00:00,36238185,23782
5,538,538007,2015-08-31 00:00:00,6083474,5212
3,310,310041,2016-02-29 00:00:00,936724,2428
4,423,423132,2016-01-31 00:00:00,23564013,14804
3,316,316017,2015-03-31 00:00:00,927988,1257
5,596,596065,2013-11-30 00:00:00,30961845,18811
2,290,290057,2014-07-31 00:00:00,341151,564
7,748,748029,2015-01-31 00:00:00,8400712,16349
6,645,645003,2013-09-30 00:00:00,15,3
8,885,885175,2016-01-31 00:00:00,4589578,2462
3,314,314064,2016-05-31 00:00:00,23493497,28266
5,596,596067,2016-07-31 00:00:00,19474738,8730
7,701,701320,2014-05-31 00:00:00,304387,326
8,867,867289,2015-09-30 00:00:00,42640975,12322
1,106,106051,2014-04-30 00:00:00,5624,38
4,412,412065,2014-06-30 00:00:00,20099149,14587
3,322,322082,2014-12-31 00:00:00,422614,1095
3,380,380283,2015-02-28 00:00:00,120480348,83178
8,885,885191,2015-02-28 00:00:00,35,10
3,316,316007,2016-06-30 00:00:00,29640,320
3,314,314063,2016-09-30 00:00:00,70554063,48354
3,310,310030,2014-08-31 00:00:00,82658,769
1,103,103087,2015-09-30 00:00:00,2258040,5694
2,202,202011,2015-12-31 00:00:00,69673610,34780
7,774,774254,2013-03-31 00:00:00,6831493,6496
4,403,403170,2015-02-28 00:00:00,1141576,1153
7,752,752051,2015-08-31 00:00:00,24726808,10446
5,537,537306,2014-11-30 00:00:00,1140630,1692
1,103,103299,2015-11-30 00:00:00,1605652,4152
5,594,594061,2015-04-30 00:00:00,1601921,2511
5,594,594185,2016-03-31 00:00:00,26236237,14261
7,742,742013,2013-12-31 00:00:00,57240124,50146
3,318,318203,2014-09-30 00:00:00,29361763,24081
7,742,742101,2013-03-31 00:00:00,27088,198
8,858,858230,2014-02-28 00:00:00,124417,541
4,414,414136,2014-10-31 00:00:00,12701540,11252
2,209,209168,2015-02-28 00:00:00,613510,1188
1,105,105245,2014-06-30 00:00:00,75753379,50853
3,380,380284,2013-08-31 00:00:00,135393965,85455
1,109,109017,2016-06-30 00:00:00,15863,77
2,279,279018,2013-04-30 00:00:00,7711838,5440
7,787,787267,2013-10-31 00:00:00,2289365,3964
1,110,110033,2015-04-30 00:00:00,114237,437
8,854,854023,2013-06-30 00:00:00,22547269,14559
8,862,862010,2016-05-31 00:00:00,91012571,38707
4,418,418071,2013-09-30 00:00:00,7694327,6683
2,202,202089,2013-05-31 00:00:00,107699811,37218
1,104,104019,2013-08-31 00:00:00,22321036,15244
2,209,209169,2016-06-30 00:00:00,1827777,1080
5,544,544040,2015-12-31 00:00:00,15131364,18022
5,583,583032,2016-01-31 00:00:00,5184212,7442
2,202,202018,2014-07-31 00:00:00,19115021,5835
1,102,102067,2015-07-31 00:00:00,397922,646
4,423,423132,2014-05-31 00:00:00,40628135,28365
5,596,596244,2013-10-31 00:00:00,22717505,10903
1,102,102088,2014-08-31 00:00:00,44414739,15594
1,105,105074,2016-08-31 00:00:00,97441252,47849
8,860,860240,2016-09-30 00:00:00,59883675,19024
4,478,478049,2013-12-31 00:00:00,5248784,8715
4,401,401291,2015-06-30 00:00:00,4062949,7190
1,104,104015,2013-10-31 00:00:00,82914680,48677
3,387,387158,2015-11-30 00:00:00,4968692,5358
3,387,387301,2014-05-31 00:00:00,16256628,18135
5,586,586009,2016-05-31 00:00:00,17078,130
8,871,871202,2015-02-28 00:00:00,125,10
3,319,319190,2014-05-31 00:00:00,28948770,16375
7,748,748103,2015-09-30 00:00:00,1789136,3166
7,749,749001,2014-11-30 00:00:00,46338521,32301
1,106,106001,2013-05-31 00:00:00,73547712,19625
8,861,861076,2016-01-31 00:00:00,229638753,71115
5,596,596025,2014-07-31 00:00:00,86112585,32471
3,317,317205,2016-04-30 00:00:00,71195083,36661
3,313,313194,2016-07-31 00:00:00,13659720,5412
8,866,866020,2016-03-31 00:00:00,10082295,6005
8,868,868024,2015-01-31 00:00:00,42079579,9345
5,596,596182,2015-06-30 00:00:00,37981770,18697
8,885,885175,2014-05-31 00:00:00,5546640,3064
5,536,536041,2015-05-31 00:00:00,7949227,11310
8,893,893309,2015-02-28 00:00:00,70,5
3,387,387300,2016-02-29 00:00:00,21341263,28528
2,210,210029,2014-03-31 00:00:00,359326,669
2,208,208060,2014-05-31 00:00:00,10088703,4329
8,856,856230,2014-02-28 00:00:00,23932015,12635
4,478,478048,2015-06-30 00:00:00,1110489,1080
1,110,110282,2014-11-30 00:00:00,86917484,68623
3,310,310070,2015-08-31 00:00:00,1450526,3252
3,318,318203,2016-08-31 00:00:00,44219196,28717
3,373,373032,2014-12-31 00:00:00,27516232,21498
8,869,869214,2015-06-30 00:00:00,61333941,28720
3,302,302319,2016-01-31 00:00:00,2245120,2553
7,742,742030,2013-03-31 00:00:00,1284849,2328
1,101,101083,2015-06-30 00:00:00,128914,302
5,541,541084,2015-03-31 00:00:00,3194875,5582
5,541,541084,2014-01-31 00:00:00,668834,784
8,867,867232,2015-09-30 00:00:00,39929915,12003
8,860,860049,2013-07-31 00:00:00,212186015,64001
3,314,314064,2014-06-30 00:00:00,26103727,19668
7,776,776272,2014-04-30 00:00:00,3099589,5745
8,866,866038,2013-09-30 00:00:00,26463365,12158
8,870,870202,2013-09-30 00:00:00,9378046,5022
4,477,477082,2016-03-31 00:00:00,14463603,8623
8,863,863254,2014-09-30 00:00:00,6410923,5267
5,538,538049,2013-10-31 00:00:00,10746,170
1,102,102068,2014-01-31 00:00:00,212130,237
1,103,103246,2016-03-31 00:00:00,28380571,16307
3,327,327104,2014-11-30 00:00:00,387586,1231
8,898,898009,2016-06-30 00:00:00,95407,270
1,104,104115,2014-06-30 00:00:00,62718834,37112
1,104,104014,2015-04-30 00:00:00,64515970,41226
5,596,596039,2015-07-31 00:00:00,15138534,9228
